"Ville","CP","Adresse","Longitude","Latitude","Type","Effectif","superficie","population","noReg","noDept","gn2013","gd2013","pn2013"
"LANGON","33210","23 Rue Jules Ferry 33210 LANGON",-0.254563,44.547485,"G",,3651.0,1.4,53,"33",878,555,2076
"LANGON","33210","23 Rue Jules Ferry 33210 LANGON",-0.254563,44.547485,"G",,3867.0,0.8,24,"33",1377,824,3175
"LANGON","33210","23 Rue Jules Ferry 33210 LANGON",-0.254563,44.547485,"G",,3867.0,0.8,24,"33",499,236,249
"LANGON","33210","23 Rue Jules Ferry 33210 LANGON",-0.254563,44.547485,"G",,1376.0,7.4,72,"33",1377,824,3175
"PODENSAC","33720","23 Cours du Mar̩chal Foch 33720 PODENSAC",-0.357247,44.651825,"G",,830.0,2.6,72,"33",1377,824,3175
"CREON","33670","1 Avenue de l'Entre-deux-Mers 33670 CREON",-0.335767,44.771285,"G",,801.0,4.1,72,"33",1377,824,3175
"CADILLAC","33410","2 Avenue Joseph Caussil 33410 CADILLAC",-0.312115,44.635237,"G",,541.0,2.4,72,"33",1377,824,3175
"CAVIGNAC","33620","15 Rue de Bonnin 33620 CAVIGNAC",-0.391055,45.097503,"G",,670.0,1.6,72,"33",1377,824,3175
"PALLUAU","85670","37 Rue du Moulin-du-Terrier 85670 PALLUAU",-1.6193,46.811078,"G",,748.0,1.0,52,"85",669,412,224
"CHALLANS","85300","30 Rue Marcel Pagnol 85300 CHALLANS",-1.870735,46.855025,"G",,6547.0,18.7,52,"85",669,412,224
"POUZAUGES","85700","66 Rue du Pr̩-de-Foire 85700 POUZAUGES",-0.830401,46.776553,"G",,3651.0,5.4,52,"85",669,412,224
"MAILLEZAIS","85420","16 Rue de Saulni̬re 85420 MAILLEZAIS",-0.738231,46.372506,"G",,2048.0,1.0,52,"85",669,412,224
"LUCON","85400","13 Rue du Calvaire 85400 LUCON",-1.164746,46.457682,"G",,3142.0,9.8,52,"85",669,412,224
"LA CHATAIGNERAIE","85120","Avenue Georges Clemenceau 85120 LA CHATAIGNERAIE",-0.748399,46.653095,"G",,796.0,2.6,52,"85",669,412,224
"ROCHESERVIERE","85620","26 Rue des Volettes 85620 ROCHESERVIERE",-1.508961,46.934685,"G",,2825.0,2.9,52,"85",669,412,224
"MONTAIGU","85600","10 Cours Michel Ragon 85600 MONTAIGU",-1.313932,46.977503,"G",,2376.0,0.7,22,"85",690,380,651
"MONTAIGU","85600","10 Cours Michel Ragon 85600 MONTAIGU",-1.313932,46.977503,"G",,2376.0,0.7,22,"85",669,412,224
"MONTAIGU","85600","10 Cours Michel Ragon 85600 MONTAIGU",-1.313932,46.977503,"G",,710.0,0.5,43,"85",507,259,148
"MONTAIGU","85600","10 Cours Michel Ragon 85600 MONTAIGU",-1.313932,46.977503,"G",,710.0,0.5,43,"85",669,412,224
"MONTAIGU","85600","10 Cours Michel Ragon 85600 MONTAIGU",-1.313932,46.977503,"G",,305.0,5.0,52,"85",669,412,224
"LES HERBIERS","85500","8 Rue des Bouvreuils 85500 LES HERBIERS",-1.016642,46.861157,"G",,8887.0,15.1,52,"85",669,412,224
"LES ESSARTS","85140","2 Rue de la Grotte 85140 LES ESSARTS",-1.231886,46.771619,"G",,449.0,0.1,24,"85",499,236,249
"LES ESSARTS","85140","2 Rue de la Grotte 85140 LES ESSARTS",-1.231886,46.771619,"G",,449.0,0.1,24,"85",669,412,224
"LES ESSARTS","85140","2 Rue de la Grotte 85140 LES ESSARTS",-1.231886,46.771619,"G",,5653.0,5.0,52,"85",669,412,224
"LES ESSARTS","85140","2 Rue de la Grotte 85140 LES ESSARTS",-1.231886,46.771619,"G",,1515.0,0.4,23,"85",847,466,366
"LES ESSARTS","85140","2 Rue de la Grotte 85140 LES ESSARTS",-1.231886,46.771619,"G",,1515.0,0.4,23,"85",669,412,224
"CHANTONNAY","85110","21 Rue de la Plaine 85110 CHANTONNAY",-1.040525,46.68884,"G",,8382.0,8.2,52,"85",669,412,224
"VIBRAYE","72320","95 Rue Xavier Boutet 72320 VIBRAYE",0.730556,48.059779,"G",,4378.0,2.6,52,"72",645,379,560
"TUFFE","72160","7 Rue des Promenades 72160 TUFFE",0.515158,48.111231,"G",,2477.0,1.6,52,"72",645,379,560
"MONTMIRAIL","72320","Rue Henri Besnard 72320 MONTMIRAIL",0.791584,48.102412,"G",,4834.0,3.8,21,"72",571,330,1108
"MONTMIRAIL","72320","Rue Henri Besnard 72320 MONTMIRAIL",0.791584,48.102412,"G",,4834.0,3.8,21,"72",645,379,560
"MONTMIRAIL","72320","Rue Henri Besnard 72320 MONTMIRAIL",0.791584,48.102412,"G",,1258.0,0.4,52,"72",645,379,560
"BONNETABLE","72110","Rue Jean Moulin 72110 BONNETABLE",0.417421,48.170154,"G",,4015.0,4.0,52,"72",645,379,560
"MAMERS","72600","24 Boulevard Victor Hugo 72600 MAMERS",0.368264,48.34522,"G",,515.0,5.5,52,"72",645,379,560
"PONTVALLAIN","72510","Route du Mans La Garenne 72510 PONTVALLAIN",0.193674,47.758009,"G",,3532.0,1.6,52,"72",645,379,560
"MAYET","72360","1 Avenue du 14 Juillet 72360 MAYET",0.274923,47.759983,"G",,5415.0,3.2,52,"72",645,379,560
"LE LUDE","72800","Avenue de la Lib̩ration 72800 LE LUDE",0.147897,47.647951,"G",,4614.0,4.0,52,"72",645,379,560
"LUCEAU","72500","Avenue du Mans 72500 LUCEAU",0.41031,47.701208,"G",,1772.0,1.3,52,"72",645,379,560
"BRULON","72350","12 Route de Sill̩ 72350 BRULON",-0.232093,47.968518,"G",,1615.0,1.5,52,"72",645,379,560
"LOUE","72540","8 Rue des Fr̻nes 72540 LOUE",-0.136905,47.996045,"G",,1582.0,2.1,52,"72",645,379,560
"ECOMMOY","72220","10 Route de Tours 72220 ECOMMOY",0.286787,47.824883,"G",,2871.0,4.7,52,"72",645,379,560
"CONNERRE","72160","20 Rue de La Rochelle 72160 CONNERRE",0.495389,48.061719,"G",,1663.0,3.0,52,"72",645,379,560
"CONLIE","72240","30 Rue du Grand Chemin 72240 CONLIE",-0.027482,48.130535,"G",,1725.0,1.8,52,"72",645,379,560
"BALLON","72290","5 Rue Carnot 72290 BALLON",0.239596,48.17324,"G",,1222.0,0.7,54,"72",711,409,733
"BALLON","72290","5 Rue Carnot 72290 BALLON",0.239596,48.17324,"G",,1222.0,0.7,54,"72",645,379,560
"BALLON","72290","5 Rue Carnot 72290 BALLON",0.239596,48.17324,"G",,1354.0,1.3,52,"72",645,379,560
"LE RIBAY","53640","44 Route Nationale 53640 LE RIBAY",-0.409337,48.38357,"G",,1715.0,0.5,52,"53",397,224,156
"LANDIVY","53190","Lieu-dit Le Petit Marcilly 53190 LANDIVY",-1.021665,48.479042,"G",,2907.0,1.2,52,"53",397,224,156
"GORRON","53120","Avenue Charles de Gaulle 53120 GORRON",-0.80947,48.411873,"G",,1485.0,2.8,52,"53",397,224,156
"ERNEE","53500","11 Avenue du G̩n̩ral de Gaulle 53500 ERNEE",-0.925028,48.297798,"G",,3645.0,5.8,52,"53",397,224,156
"BAIS","53160","15 Rue du Ch̢teau 53160 BAIS",-0.369733,48.251217,"G",,2625.0,1.3,52,"53",397,224,156
"BAIS","53160","15 Rue du Ch̢teau 53160 BAIS",-0.369733,48.251217,"G",,3517.0,2.1,53,"53",878,555,2076
"BAIS","53160","15 Rue du Ch̢teau 53160 BAIS",-0.369733,48.251217,"G",,3517.0,2.1,53,"53",397,224,156
"MAYENNE","53100","12 bis Rue de Verdun 53100 MAYENNE",-0.621116,48.305756,"G",,2020.0,13.4,52,"53",397,224,156
"CRAON","53400","3 Rue de Buchenberg 53400 CRAON",-0.967438,47.842024,"G",,2430.0,4.6,52,"53",397,224,156
"CRAON","53400","3 Rue de Buchenberg 53400 CRAON",-0.967438,47.842024,"G",,2176.0,0.2,54,"53",397,224,156
"CRAON","53400","3 Rue de Buchenberg 53400 CRAON",-0.967438,47.842024,"G",,2176.0,0.2,54,"53",517,280,568
"VAIGES","53480","29 Route du Mans 53480 VAIGES",-0.4752,48.038524,"G",,3612.0,1.2,52,"53",397,224,156
"MONTSURS","53150","Zone Artisanale de l'Antini̬re 53150 MONTSURS",-0.541622,48.122459,"G",,1091.0,2.1,52,"53",397,224,156
"EVRON","53600","14 Boulevard Sainte-Anne 53600 EVRON",-0.403704,48.147896,"G",,3588.0,7.1,52,"53",397,224,156
"ARGENTRE","53210","15 bis Rue des Rochers 53210 ARGENTRE",-0.643046,48.078732,"G",,3709.0,2.6,52,"53",397,224,156
"ANDOUILLE","53240","24 Rue Ulphace Benoist 53240 ANDOUILLE",-0.782176,48.172765,"G",,3699.0,2.3,52,"53",397,224,156
"TIERCE","49125","24 Rue Maurice Ravel 49125 TIERCE",-0.46001,47.615907,"G",,3409.0,4.3,52,"49",711,405,663
"POUANCE","49420","1 Rue des Closeries 49420 POUANCE",-1.190035,47.757945,"G",,4954.0,3.1,52,"49",711,405,663
"CANDE","49440","2 Boulevard de l'Erdre 49440 CANDE",-1.033454,47.559934,"G",,488.0,2.8,52,"49",711,405,663
"SEGRE","49500","Rue du Lyc̩e 49500 SEGRE",-0.877855,47.688254,"G",,1623.0,6.7,52,"49",711,405,663
"VIHIERS","49310","11 Rue Nationale 49310 VIHIERS",-0.530287,47.147002,"G",,6003.0,4.3,52,"49",711,405,663
"VERNANTES","49390","22 Rue de Longu̩ 49390 VERNANTES",0.046265,47.393981,"G",,4170.0,2.0,52,"49",711,405,663
"NOYANT","49490","42 Route de Tours 49490 NOYANT",0.131414,47.516015,"G",,2745.0,1.9,52,"49",711,405,663
"GENNES","49350","1 Route de Dou̩-la-Fontaine 49350 GENNES",-0.231436,47.335578,"G",,3299.0,2.0,52,"49",711,405,663
"GENNES","49350","1 Route de Dou̩-la-Fontaine 49350 GENNES",-0.231436,47.335578,"G",,723.0,0.6,43,"49",513,333,769
"GENNES","49350","1 Route de Dou̩-la-Fontaine 49350 GENNES",-0.231436,47.335578,"G",,723.0,0.6,43,"49",711,405,663
"BAUGE","49150","7 Boulevard du Mar̩chal Foch 49150 BAUGE",-0.105835,47.537236,"G",,857.0,3.7,52,"49",711,405,663
"ALLONNES","49650","1 Rue Lespagnol de la Plante 49650 ALLONNES",0.018484,47.294555,"G",,1814.0,11.1,52,"49",711,405,663
"ALLONNES","49650","1 Rue Lespagnol de la Plante 49650 ALLONNES",0.018484,47.294555,"G",,1814.0,11.1,52,"49",645,379,560
"ALLONNES","49650","1 Rue Lespagnol de la Plante 49650 ALLONNES",0.018484,47.294555,"G",,1026.0,0.3,24,"49",555,305,329
"ALLONNES","49650","1 Rue Lespagnol de la Plante 49650 ALLONNES",0.018484,47.294555,"G",,1026.0,0.3,24,"49",711,405,663
"ALLONNES","49650","1 Rue Lespagnol de la Plante 49650 ALLONNES",0.018484,47.294555,"G",,3647.0,3.0,52,"49",711,405,663
"VEZINS","49340","19 Rue Cheneveau 49340 VEZINS",-0.717778,47.118513,"G",,1839.0,1.6,52,"49",711,405,663
"MONTREVAULT","49110","25 Rue Saint-Nicolas 49110 MONTREVAULT",-1.047635,47.259689,"G",,269.0,1.3,52,"49",711,405,663
"CHEMILLE","49120","6 Avenue du G̩n̩ral de Gaulle 49120 CHEMILLE",-0.725815,47.217333,"G",,4945.0,7.0,52,"49",711,405,663
"CHAMPTOCEAUX","49270","1 Rue Saint-Lazare 49270 CHAMPTOCEAUX",-1.261356,47.337033,"G",,1567.0,2.3,52,"49",711,405,663
"THOUARCE","49380","14 Route de Rablay 49380 THOUARCE",-0.51142,47.268863,"G",,1908.0,1.8,52,"49",711,405,663
"DURTAL","49430","4 Avenue de Paris 49430 DURTAL",-0.228409,47.674864,"G",,6100.0,3.3,52,"49",711,405,663
"ANGERS","49000","Caserne Bouthet du Rivault 33 Rue du Nid-de-Pie 49000 ANGERS",-0.604832,47.470954,"G",,4433.0,147.3,52,"49",711,405,663
"PONTCHATEAU","44160","37 bis Rue Nantaise 44160 PONTCHATEAU",-2.084623,47.436606,"G",,5563.0,9.5,52,"44",1147,674,1672
"HERBIGNAC","44410","35 Boulevard de la Bri̬re 44410 HERBIGNAC",-2.314222,47.447706,"G",,7129.0,5.6,52,"44",1147,674,1672
"GUERANDE","44350","2 Rue Roger Camaret 44350 GUERANDE",-2.412477,47.321276,"G",,8155.0,15.4,52,"44",1147,674,1672
"LE CROISIC","44490","20 Avenue Henri Becquerel 44490 LE CROISIC",-2.506639,47.282189,"G",,454.0,4.1,52,"44",1147,674,1672
"PORNIC","44210","1 Rue Auguste GUILMIN 44210 PORNIC",-2.067061,47.111614,"G",,9478.0,14.1,52,"44",1147,674,1672
"LE PELLERIN","44640","17 Rue de Villeneuve 44640 LE PELLERIN",-1.759156,47.191866,"G",,3109.0,4.3,52,"44",1147,674,1672
"MACHECOUL","44270","1 Boulevard du Calvaire 44270 MACHECOUL",-1.817523,46.995513,"G",,6736.0,5.9,52,"44",1147,674,1672
"PAIMBOEUF","44560","34 Quai Eole 44560 PAIMBOEUF",-2.03719,47.289066,"G",,166.0,3.2,52,"44",1147,674,1672
"NOZAY","44170","13 Route de Nantes 44170 NOZAY",-1.627186,47.562204,"G",,1598.0,0.1,21,"44",482,229,440
"NOZAY","44170","13 Route de Nantes 44170 NOZAY",-1.627186,47.562204,"G",,1598.0,0.1,21,"44",1147,674,1672
"NOZAY","44170","13 Route de Nantes 44170 NOZAY",-1.627186,47.562204,"G",,5796.0,3.8,52,"44",1147,674,1672
"NOZAY","44170","13 Route de Nantes 44170 NOZAY",-1.627186,47.562204,"G",,737.0,4.7,11,"44",1147,674,1672
"NOZAY","44170","13 Route de Nantes 44170 NOZAY",-1.627186,47.562204,"G",,737.0,4.7,11,"44",709,434,3328
"DERVAL","44590","75 Rue de Chateaubriant 44590 DERVAL",-1.657899,47.669299,"G",,6379.0,3.2,52,"44",1147,674,1672
"BLAIN","44130","51 bis Rue de Redon 44130 BLAIN",-1.773455,47.478361,"G",,10208.0,9.3,52,"44",1147,674,1672
"CHATEAUBRIANT","44110","Route de Saint-Aubin-des-Ch̢teaux 44110 CHATEAUBRIANT",-1.390974,47.718935,"G",,3360.0,12.1,52,"44",1147,674,1672
"VARADES","44370","517 Rue du Parc 44370 VARADES",-1.033032,47.388792,"G",,4527.0,3.5,52,"44",1147,674,1672
"RIAILLE","44440","R̩sidence Bel-Air Boulevard Sophie Tr̩buchet 44440 RIAILLE",-1.300338,47.519498,"G",,5061.0,2.1,52,"44",1147,674,1672
"OUDON","44521","399 Rue d'Anjou 44521 OUDON",-1.282942,47.348103,"G",,2232.0,3.3,52,"44",1147,674,1672
"ANCENIS","44150","570 Rue Ren̩ Urien 44150 ANCENIS",-1.186025,47.370624,"G",,2005.0,7.5,52,"44",1147,674,1672
"VALLET","44330","45 Route de Clisson 44330 VALLET",-1.270861,47.158965,"G",,5832.0,8.3,52,"44",1147,674,1672
"SAUTRON","44880","1 Rue de l'Eglise 44880 SAUTRON",-1.672436,47.262741,"G",,1771.0,6.9,52,"44",1147,674,1672
"LEGE","44650","32 Rue de la Chauss̩e 44650 LEGE",-1.593371,46.88731,"G",,6169.0,4.2,52,"44",1147,674,1672
"LEGE","44650","32 Rue de la Chauss̩e 44650 LEGE",-1.593371,46.88731,"G",,275.0,0.0,73,"44",1151,692,2792
"LEGE","44650","32 Rue de la Chauss̩e 44650 LEGE",-1.593371,46.88731,"G",,275.0,0.0,73,"44",1147,674,1672
"GETIGNE","44190","Route de Poitiers Toute-Joie 44190 GETIGNE",-1.273703,47.086243,"G",,2389.0,3.4,52,"44",1147,674,1672
"BOUAYE","44830","1 Rue du Pinier 44830 BOUAYE",-1.68069,47.141477,"G",,1407.0,5.9,52,"44",1147,674,1672
"TOUROUVRE","61190","6 Rue des fr̬res Juchereau 61190 TOUROUVRE",0.658536,48.585039,"G",,2418.0,1.6,25,"61",447,254,210
"LE THEIL","61260","62 Avenue des Loges 61260 LE THEIL",0.681283,48.265758,"G",,953.0,1.9,25,"61",447,254,210
"LE THEIL","61260","62 Avenue des Loges 61260 LE THEIL",0.681283,48.265758,"G",,2915.0,0.4,83,"61",446,243,374
"LE THEIL","61260","62 Avenue des Loges 61260 LE THEIL",0.681283,48.265758,"G",,2915.0,0.4,83,"61",447,254,210
"LE THEIL","61260","62 Avenue des Loges 61260 LE THEIL",0.681283,48.265758,"G",,1381.0,0.7,25,"61",613,349,443
"LE THEIL","61260","62 Avenue des Loges 61260 LE THEIL",0.681283,48.265758,"G",,1381.0,0.7,25,"61",447,254,210
"REMALARD","61110","1 Place d'Oradour-sur-Glane 61110 REMALARD",0.777606,48.429518,"G",,2111.0,1.3,25,"61",447,254,210
"PERVENCHERES","61360","Le bourg 61360 PERVENCHERES",0.42764,48.443821,"G",,2854.0,0.4,25,"61",447,254,210
"NOCE","61340","1 Rue Ormicholet 61340 NOCE",0.683452,48.37374,"G",,2097.0,0.8,25,"61",447,254,210
"BELLEME","61130","Place du G̩n̩ral Leclerc 61130 BELLEME",0.556133,48.3767,"G",,170.0,1.5,25,"61",447,254,210
"TINCHEBRAY","61800","36 Rue de Paris 61800 TINCHEBRAY",-0.726465,48.766087,"G",,2636.0,2.6,25,"61",447,254,210
"PASSAIS","61350","1 Chemin Guillaum̩ 61350 PASSAIS",-0.740181,48.51305,"G",,1693.0,0.8,25,"61",447,254,210
"MESSEI","61440","Rue Saint-Gervais 61440 MESSEI",-0.530576,48.712585,"G",,1332.0,1.9,25,"61",447,254,210
"FLERS","61100","7 Rue Buisson-des-Grand 61100 FLERS",-0.549406,48.747418,"G",,635.0,0.2,22,"61",447,254,210
"FLERS","61100","7 Rue Buisson-des-Grand 61100 FLERS",-0.549406,48.747418,"G",,635.0,0.2,22,"61",726,364,529
"FLERS","61100","7 Rue Buisson-des-Grand 61100 FLERS",-0.549406,48.747418,"G",,2147.0,15.6,25,"61",447,254,210
"FLERS","61100","7 Rue Buisson-des-Grand 61100 FLERS",-0.549406,48.747418,"G",,561.0,0.2,31,"61",447,254,210
"FLERS","61100","7 Rue Buisson-des-Grand 61100 FLERS",-0.549406,48.747418,"G",,561.0,0.2,31,"61",1059,595,3483
"DOMFRONT","61700","2 Rue Georges Clemenceau 61700 DOMFRONT",-0.613227,48.578655,"G",,274.0,0.3,22,"61",1145,679,539
"DOMFRONT","61700","2 Rue Georges Clemenceau 61700 DOMFRONT",-0.613227,48.578655,"G",,274.0,0.3,22,"61",447,254,210
"DOMFRONT","61700","2 Rue Georges Clemenceau 61700 DOMFRONT",-0.613227,48.578655,"G",,3513.0,3.9,25,"61",447,254,210
"VIMOUTIERS","61120","1 Rue du Sous-Lieutenant Pierre Annic 61120 VIMOUTIERS",0.202167,48.92984,"G",,1608.0,3.8,25,"61",447,254,210
"TRUN","61160","Rue Charlotte Corday 61160 TRUN",0.0286,48.846151,"G",,913.0,1.3,25,"61",447,254,210
"MORTREE","61570","1 Route d'Almen̻ches 61570 MORTREE",0.081927,48.640243,"G",,2373.0,1.0,25,"61",447,254,210
"LE MERLERAULT","61240","39 Route de Granville 61240 LE MERLERAULT",0.278644,48.700124,"G",,1936.0,0.9,25,"61",447,254,210
"GACE","61230","Route Nationale 138 61230 GACE",0.311907,48.789845,"G",,653.0,2.1,25,"61",447,254,210
"EXMES","61310","Rue du Faubourg 61310 EXMES",0.183722,48.758498,"G",,1054.0,0.3,25,"61",447,254,210
"ECOUCHE","61150","28 Avenue L̩on Labb̩ 61150 ECOUCHE",-0.11897,48.7163,"G",,530.0,1.3,25,"61",447,254,210
"BRIOUZE","61220","26 Rue d'Argentan 61220 BRIOUZE",-0.359692,48.7003,"G",,1725.0,1.6,25,"61",447,254,210
"ARGENTAN","61200","Quartier Lescot 26 Avenue de Paris 61200 ARGENTAN",-0.009011,48.748944,"G",,1837.0,14.4,25,"61",447,254,210
"SEES","61500","10 Route de Rouen 61500 SEES",0.164017,48.588814,"G",,4055.0,4.5,25,"61",447,254,210
"COURTOMER","61390","Rue Batrel 61390 COURTOMER",0.354086,48.628483,"G",,462.0,0.5,11,"61",447,254,210
"COURTOMER","61390","Rue Batrel 61390 COURTOMER",0.354086,48.628483,"G",,462.0,0.5,11,"61",920,463,3773
"COURTOMER","61390","Rue Batrel 61390 COURTOMER",0.354086,48.628483,"G",,2033.0,0.7,25,"61",447,254,210
"CARROUGES","61320","2 Avenue du Mar̩chal Leclerc 61320 CARROUGES",-0.148272,48.568734,"G",,856.0,0.7,25,"61",447,254,210
"ALENCON","61000","Caserne Lieutenant Nicolas 38 Boulevard Duchamp 61000 ALENCON",0.072405,48.428393,"G",,1077.0,27.3,25,"61",447,254,210
"LE TEILLEUL","50640","Rue du Stade 50640 LE TEILLEUL",-0.876051,48.534379,"G",,3092.0,1.3,25,"50",613,349,443
"SOURDEVAL","50150","Route de Tinchebray 50150 SOURDEVAL",-0.916068,48.724851,"G",,3694.0,2.8,25,"50",613,349,443
"BARENTON","50720","428 Rue John Kennedy 50720 BARENTON",-0.830766,48.599061,"G",,3551.0,1.3,25,"50",613,349,443
"MORTAIN","50140","1 Route des Aubrils 50140 MORTAIN",-0.940845,48.642514,"G",,740.0,1.8,25,"50",613,349,443
"PERIERS","50190","75 Rue de Saint-L̫ 50190 PERIERS",-1.400192,49.184567,"G",,1453.0,2.4,25,"50",613,349,443
"LESSAY","50430","92 Rue Sainte-Croix 50430 LESSAY",-1.530467,49.214582,"G",,2280.0,2.0,25,"50",613,349,443
"GAVRAY","50450","19 Rue Poterie 50450 GAVRAY",-1.347725,48.91031,"G",,2060.0,1.4,25,"50",613,349,443
"BREHAL","50290","26 Rue Louis Beuve 50290 BREHAL",-1.508938,48.897075,"G",,1315.0,3.0,25,"50",613,349,443
"COUTANCES","50200","8B Boulevard d'Alsace-Lorraine 50200 COUTANCES",-1.441814,49.053273,"G",,1267.0,9.4,25,"50",613,349,443
"VALOGNES","50700","2 Rue Jean Pontas Dum̩ril 50700 VALOGNES",-1.475606,49.513487,"G",,1577.0,7.2,25,"50",613,349,443
"LES PIEUX","50340","Avenue C̫te-des-Isles 50340 LES PIEUX",-1.815305,49.509957,"G",,1575.0,3.6,25,"50",613,349,443
"MONTEBOURG","50310","13 Rue du G̩n̩ral Leclerc 50310 MONTEBOURG",-1.387876,49.489395,"G",,584.0,2.1,25,"50",613,349,443
"BRICQUEBEC","50260","29 Chasse du Peigne 50260 BRICQUEBEC",-1.642697,49.467341,"G",,3303.0,4.3,25,"50",613,349,443
"SARTILLY","50530","1 Rue des Cam̩lias 50530 SARTILLY",-1.462006,48.74989,"G",,1170.0,1.5,25,"50",613,349,443
"PONTORSON","50170","19 ter Rue du G̩n̩ral Patton 50170 PONTORSON",-1.512114,48.555409,"G",,4321.0,4.1,25,"50",613,349,443
"GRANVILLE","50400","101 Boulevard des Antilles 50400 GRANVILLE",-1.572353,48.83316,"G",,994.0,12.8,25,"50",613,349,443
"DUCEY","50220","35 Avenue Emile Dehousse 50220 DUCEY",-1.285302,48.617225,"G",,1127.0,2.5,25,"50",613,349,443
"BRECEY","50370","18 Rue du Vieux-Bourg 50370 BRECEY",-1.169725,48.720816,"G",,2133.0,2.2,25,"50",613,349,443
"PERCY","50410","2 Rue Mac Laurin Colin 50410 PERCY",-1.208764,48.914251,"G",,3728.0,2.3,25,"50",613,349,443
"PERCY","50410","2 Rue Mac Laurin Colin 50410 PERCY",-1.208764,48.914251,"G",,1582.0,0.1,82,"50",1536,891,1124
"PERCY","50410","2 Rue Mac Laurin Colin 50410 PERCY",-1.208764,48.914251,"G",,1582.0,0.1,82,"50",613,349,443
"MARIGNY","50570","3 Rue du G̩n̩ral Huebner 50570 MARIGNY",-1.248007,49.103905,"G",,1165.0,0.1,21,"50",613,349,443
"MARIGNY","50570","3 Rue du G̩n̩ral Huebner 50570 MARIGNY",-1.248007,49.103905,"G",,1165.0,0.1,21,"50",571,330,1108
"MARIGNY","50570","3 Rue du G̩n̩ral Huebner 50570 MARIGNY",-1.248007,49.103905,"G",,1194.0,0.2,43,"50",507,259,148
"MARIGNY","50570","3 Rue du G̩n̩ral Huebner 50570 MARIGNY",-1.248007,49.103905,"G",,1194.0,0.2,43,"50",613,349,443
"MARIGNY","50570","3 Rue du G̩n̩ral Huebner 50570 MARIGNY",-1.248007,49.103905,"G",,1721.0,0.2,83,"50",446,243,374
"MARIGNY","50570","3 Rue du G̩n̩ral Huebner 50570 MARIGNY",-1.248007,49.103905,"G",,1721.0,0.2,83,"50",613,349,443
"MARIGNY","50570","3 Rue du G̩n̩ral Huebner 50570 MARIGNY",-1.248007,49.103905,"G",,1047.0,2.1,25,"50",613,349,443
"MARIGNY","50570","3 Rue du G̩n̩ral Huebner 50570 MARIGNY",-1.248007,49.103905,"G",,3205.0,0.9,54,"50",613,349,443
"MARIGNY","50570","3 Rue du G̩n̩ral Huebner 50570 MARIGNY",-1.248007,49.103905,"G",,3205.0,0.9,54,"50",441,257,198
"MARIGNY","50570","3 Rue du G̩n̩ral Huebner 50570 MARIGNY",-1.248007,49.103905,"G",,2246.0,0.1,26,"50",613,349,443
"MARIGNY","50570","3 Rue du G̩n̩ral Huebner 50570 MARIGNY",-1.248007,49.103905,"G",,2246.0,0.1,26,"50",730,415,607
"CANISY","50750","18 Rue Jean Follain 50750 CANISY",-1.172017,49.069625,"G",,644.0,1.0,25,"50",613,349,443
"VASSY","14410","13 Avenue Charles de Gaulle 14410 VASSY",-0.683107,48.852235,"G",,3096.0,1.8,25,"14",760,412,782
"VIRE","14500","1 Rue des Tribunaux 14500 VIRE",-0.896756,48.840105,"G",,1129.0,1.1,26,"14",760,412,782
"VIRE","14500","1 Rue des Tribunaux 14500 VIRE",-0.896756,48.840105,"G",,1129.0,1.1,26,"14",730,415,607
"VIRE","14500","1 Rue des Tribunaux 14500 VIRE",-0.896756,48.840105,"G",,2272.0,12.2,25,"14",760,412,782
"DEAUVILLE","14800","2 Rue du Perr̩ 14800 DEAUVILLE",0.090419,49.354134,"G",,377.0,3.9,25,"14",760,412,782
"HONFLEUR","14600","98 Rue Saint-L̩onard 14600 HONFLEUR",0.240711,49.416615,"G",,1369.0,8.2,25,"14",760,412,782
"DOZULE","14430","26 Grande Rue 14430 DOZULE",-0.043924,49.231238,"G",,522.0,1.9,25,"14",760,412,782
"CAMBREMER","14340","Avenue des Tilleuls 14340 CAMBREMER",0.045086,49.14633,"G",,2412.0,1.1,25,"14",760,412,782
"ORBEC","14290","4 Route de Saint-Martin-de-Bienfaite 14290 ORBEC",0.401437,49.021915,"G",,1013.0,2.4,25,"14",760,412,782
"LIVAROT","14140","Route d'Orbec 14140 LIVAROT",0.16515,49.006128,"G",,1226.0,2.3,25,"14",760,412,782
"LISIEUX","14100","12 Boulevard Duchesne-Fournet 14100 LISIEUX",0.229077,49.147047,"G",,1298.0,21.8,25,"14",760,412,782
"CLECY","14570","36 Rue des Jardins 14570 CLECY",-0.489079,48.915332,"G",,2449.0,1.2,25,"14",760,412,782
"TREVIERES","14710","19 Route de Bayeux 14710 TREVIERES",-0.899456,49.307841,"G",,1179.0,0.9,25,"14",760,412,782
"BALLEROY","14490","Les Aiguilli̬res 14490 BALLEROY",-0.829152,49.185878,"G",,435.0,0.8,25,"14",760,412,782
"MOULT","14370","5 Route de Paris 14370 MOULT",-0.168953,49.117154,"G",,1018.0,1.8,25,"14",760,412,782
"EVRECY","14210","2 Rue d'Aunay-Sur-Odon 14210 EVRECY",-0.509143,49.09731,"G",,851.0,1.6,25,"14",760,412,782
"CREULLY","14480","36 Rue de Caen 14480 CREULLY",-0.533254,49.283457,"G",,857.0,1.6,25,"14",760,412,782
